dimension,group,observations,x_core_available,x_core_coverage,target_available,target_coverage,supervised_L_available,supervised_L_coverage
historical_sic,5621.0,89,61,0.6853932584269663,36,0.4044943820224719,31,0.34831460674157305
historical_sic,5651.0,156,143,0.9166666666666666,102,0.6538461538461539,98,0.6282051282051282
historical_sic,5661.0,65,54,0.8307692307692308,41,0.6307692307692307,38,0.5846153846153846
historical_sic,5700.0,93,66,0.7096774193548387,42,0.45161290322580644,38,0.40860215053763443
historical_sic,5712.0,38,30,0.7894736842105263,15,0.39473684210526316,15,0.39473684210526316
historical_sic,5731.0,56,35,0.625,14,0.25,11,0.19642857142857142
historical_sic,5734.0,46,36,0.782608695652174,14,0.30434782608695654,13,0.2826086956521739
historical_sic,5735.0,15,11,0.7333333333333333,4,0.26666666666666666,3,0.2
historical_sic,5810.0,137,116,0.8467153284671532,30,0.21897810218978103,29,0.2116788321167883
historical_sic,5812.0,717,582,0.8117154811715481,291,0.40585774058577406,281,0.39191073919107394
historical_sic,5900.0,335,220,0.6567164179104478,64,0.191044776119403,60,0.1791044776119403
historical_sic,5912.0,122,107,0.8770491803278688,52,0.4262295081967213,48,0.39344262295081966
historical_sic,5940.0,146,108,0.7397260273972602,83,0.5684931506849316,79,0.541095890410959
historical_sic,5944.0,54,44,0.8148148148148148,33,0.6111111111111112,32,0.5925925925925926
historical_sic,5945.0,32,22,0.6875,17,0.53125,14,0.4375
historical_sic,5960.0,148,103,0.6959459459459459,39,0.2635135135135135,39,0.2635135135135135
historical_sic,5961.0,273,222,0.8131868131868132,114,0.4175824175824176,110,0.40293040293040294
historical_sic,5990.0,217,141,0.6497695852534562,82,0.3778801843317972,77,0.3548387096774194
historical_sic,7000.0,38,27,0.7105263157894737,4,0.10526315789473684,4,0.10526315789473684
historical_sic,7011.0,443,320,0.7223476297968398,77,0.17381489841986456,77,0.17381489841986456
historical_sic,7200.0,365,264,0.7232876712328767,119,0.32602739726027397,114,0.31232876712328766
historical_sic,7310.0,383,288,0.7519582245430809,127,0.33159268929503916,122,0.3185378590078329
historical_sic,7311.0,143,123,0.8601398601398601,68,0.4755244755244755,66,0.46153846153846156
historical_sic,7320.0,104,81,0.7788461538461539,56,0.5384615384615384,56,0.5384615384615384
historical_sic,7330.0,41,32,0.7804878048780488,8,0.1951219512195122,8,0.1951219512195122
historical_sic,7331.0,30,20,0.6666666666666666,14,0.4666666666666667,13,0.43333333333333335
historical_sic,7340.0,53,31,0.5849056603773585,29,0.5471698113207547,29,0.5471698113207547
historical_sic,7350.0,120,34,0.2833333333333333,13,0.10833333333333334,13,0.10833333333333334
historical_sic,7359.0,370,96,0.2594594594594595,47,0.12702702702702703,45,0.12162162162162163
historical_sic,7361.0,62,47,0.7580645161290323,27,0.43548387096774194,26,0.41935483870967744
historical_sic,7363.0,304,262,0.8618421052631579,122,0.40131578947368424,117,0.3848684210526316
historical_sic,7370.0,579,465,0.8031088082901554,286,0.4939550949913644,283,0.48877374784110533
historical_sic,7371.0,464,377,0.8125,209,0.4504310344827586,203,0.4375
historical_sic,7372.0,2573,2136,0.8301593470656821,1016,0.39486980178779635,994,0.3863194714341236
historical_sic,7373.0,561,470,0.8377896613190731,276,0.4919786096256685,265,0.47237076648841353
historical_sic,7374.0,936,774,0.8269230769230769,400,0.42735042735042733,392,0.4188034188034188
historical_sic,7377.0,5,0,0.0,0,0.0,0,0.0
historical_sic,7380.0,205,139,0.6780487804878049,66,0.32195121951219513,64,0.3121951219512195
historical_sic,7381.0,72,53,0.7361111111111112,27,0.375,26,0.3611111111111111
historical_sic,7384.0,8,7,0.875,6,0.75,6,0.75
historical_sic,7385.0,10,8,0.8,3,0.3,3,0.3
historical_sic,7389.0,1948,1469,0.7541067761806981,783,0.4019507186858316,765,0.39271047227926076
historical_sic,7500.0,42,28,0.6666666666666666,19,0.4523809523809524,18,0.42857142857142855
historical_sic,7510.0,91,51,0.5604395604395604,20,0.21978021978021978,19,0.2087912087912088
historical_sic,7600.0,46,28,0.6086956521739131,17,0.3695652173913043,16,0.34782608695652173
historical_sic,7812.0,204,132,0.6470588235294118,62,0.30392156862745096,56,0.27450980392156865
historical_sic,7819.0,65,48,0.7384615384615385,8,0.12307692307692308,8,0.12307692307692308
historical_sic,7822.0,41,21,0.5121951219512195,3,0.07317073170731707,2,0.04878048780487805
historical_sic,7829.0,2,0,0.0,0,0.0,0,0.0
historical_sic,7830.0,86,72,0.8372093023255814,38,0.4418604651162791,37,0.43023255813953487
historical_sic,7841.0,28,24,0.8571428571428571,19,0.6785714285714286,19,0.6785714285714286
historical_sic,7900.0,259,195,0.752895752895753,102,0.3938223938223938,98,0.3783783783783784
historical_sic,7948.0,76,58,0.7631578947368421,21,0.27631578947368424,21,0.27631578947368424
historical_sic,7990.0,244,185,0.7581967213114754,60,0.2459016393442623,59,0.24180327868852458
historical_sic,7997.0,61,55,0.9016393442622951,15,0.2459016393442623,14,0.22950819672131148
historical_sic,8000.0,92,76,0.8260869565217391,33,0.358695652173913,33,0.358695652173913
historical_sic,8011.0,73,62,0.8493150684931506,12,0.1643835616438356,12,0.1643835616438356
historical_sic,8050.0,67,57,0.8507462686567164,24,0.3582089552238806,24,0.3582089552238806
historical_sic,8051.0,65,52,0.8,20,0.3076923076923077,19,0.2923076923076923
historical_sic,8060.0,73,68,0.9315068493150684,23,0.3150684931506849,23,0.3150684931506849
historical_sic,8062.0,138,124,0.8985507246376812,34,0.2463768115942029,34,0.2463768115942029
historical_sic,8071.0,260,227,0.8730769230769231,135,0.5192307692307693,134,0.5153846153846153
historical_sic,8082.0,117,109,0.9316239316239316,35,0.29914529914529914,35,0.29914529914529914
historical_sic,8090.0,156,153,0.9807692307692307,81,0.5192307692307693,81,0.5192307692307693
historical_sic,8093.0,90,75,0.8333333333333334,24,0.26666666666666666,22,0.24444444444444444
historical_sic,8111.0,15,11,0.7333333333333333,12,0.8,11,0.7333333333333333
historical_sic,8200.0,395,329,0.8329113924050633,193,0.48860759493670886,185,0.46835443037974683
historical_sic,8300.0,21,15,0.7142857142857143,4,0.19047619047619047,3,0.14285714285714285
historical_sic,8351.0,11,10,0.9090909090909091,10,0.9090909090909091,10,0.9090909090909091
historical_sic,8700.0,49,34,0.6938775510204082,18,0.3673469387755102,18,0.3673469387755102
historical_sic,8711.0,174,150,0.8620689655172413,79,0.4540229885057471,78,0.4482758620689655
historical_sic,8731.0,326,266,0.8159509202453987,114,0.3496932515337423,110,0.3374233128834356
historical_sic,8734.0,37,23,0.6216216216216216,8,0.21621621621621623,7,0.1891891891891892
historical_sic,8741.0,140,115,0.8214285714285714,53,0.37857142857142856,52,0.37142857142857144
historical_sic,8742.0,658,481,0.7310030395136778,203,0.30851063829787234,195,0.29635258358662614
historical_sic,8744.0,23,16,0.6956521739130435,6,0.2608695652173913,6,0.2608695652173913
historical_sic,8900.0,18,13,0.7222222222222222,3,0.16666666666666666,3,0.16666666666666666
size_bucket,Q1,12905,10456,0.8102285935683844,3096,0.23990701278574197,2983,0.23115071677644325
size_bucket,Q2,12901,11826,0.9166731261142547,6080,0.47128129602356406,5928,0.45949926362297494
size_bucket,Q3,12897,11773,0.9128479491354579,7024,0.5446227804915872,6850,0.5311312708381795
size_bucket,Q4,12903,11742,0.910020925366194,7012,0.5434395101914283,6918,0.5361543827016972
size_bucket,assets_missing_or_nonpositive,5297,0,0.0,120,0.022654332641117613,0,0.0
