research_universe_company_year_id,accession,feature_year,cik10,company_name_historical,historical_sic,research_sector,registrant_role,registrant_role_resolved,joint_filing_flag,accession_registrant_count,eligible_observation_count,xbrl_instance,scope_status,scope_reason,statement_entity_ciks,manual_series_id,manual_evidence,non_operating_issuer_ciks,economic_entity_status,recommended_membership_action,economic_entity_reason,economic_group_id,economic_statement_scope_id,potential_non_operating_finance_registrant
0001109067-2014,0001570931-15-000009,2014,0001109067,"MOVIE STUDIO, INC.",7812.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001109067,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001109067,0001570931-15-000009:0001109067,False
0000752634-2014,0001580695-14-000352,2014,0000752634,EARTH SEARCH SCIENCES INC,1311.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000752634,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000752634,0001580695-14-000352:0000752634,False
0001452164-2014,0001580695-16-000678,2014,0001452164,"Beta Music Group, Inc.",3652.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001452164,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001452164,0001580695-16-000678:0001452164,False
0001497316-2014,0001594062-14-000319,2014,0001497316,AMERICAN GRAPHITE TECHNOLOGIES INC.,3822.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001497316,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001497316,0001594062-14-000319:0001497316,False
0001444837-2014,0001594062-14-000325,2014,0001444837,"OCTAGON 88 RESOURCES, INC.",1381.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001444837,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001444837,0001594062-14-000325:0001444837,False
0001497046-2014,0001594062-14-000326,2014,0001497046,"Swingplane Ventures, Inc.",2320.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001497046,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001497046,0001594062-14-000326:0001497046,False
0001501845-2014,0001594062-14-000396,2014,0001501845,"Solo International, Inc",7389.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001501845,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001501845,0001594062-14-000396:0001501845,False
0001442853-2014,0001594062-15-000043,2014,0001442853,"Indo Global Exchange(s) Pte, Ltd.",1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001442853,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001442853,0001594062-15-000043:0001442853,False
0001482278-2014,0001594062-15-000045,2014,0001482278,"Emoneco, Inc.",1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001482278,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001482278,0001594062-15-000045:0001482278,False
0001619250-2014,0001594062-15-000090,2014,0001619250,"Cleaner Yoga Mat, Inc.",5900.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001619250,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001619250,0001594062-15-000090:0001619250,False
0001619227-2014,0001594062-15-000091,2014,0001619227,Formigli Inc.,5090.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001619227,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001619227,0001594062-15-000091:0001619227,False
0001428816-2014,0001594062-15-000097,2014,0001428816,"Epoxy, Inc.",7200.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001428816,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001428816,0001594062-15-000097:0001428816,False
0001421901-2014,0001594062-15-000098,2014,0001421901,"4Cable TV International, Inc.",3663.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001421901,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001421901,0001594062-15-000098:0001421901,False
0001402737-2014,0001594062-15-000099,2014,0001402737,HCi Viocare,3841.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001402737,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001402737,0001594062-15-000099:0001402737,False
0001601046-2014,0001601046-14-000008,2014,0001601046,"Keysight Technologies, Inc.",3823.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001601046,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001601046,0001601046-14-000008:0001601046,False
0001554225-2014,0001604232-14-000071,2014,0001554225,"MaryJane Group, Inc.",7990.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001554225,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001554225,0001604232-14-000071:0001554225,False
0001604738-2014,0001604738-15-000020,2014,0001604738,Ashford Inc,8742.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001604738,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001604738,0001604738-15-000020:0001604738,False
0000918573-2014,0001607062-14-000113,2014,0000918573,"Avalon Oil & Gas, Inc.",1311.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000918573,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000918573,0001607062-14-000113:0000918573,False
0001307969-2014,0001607062-15-000150,2014,0001307969,"B Green Innovations, Inc.",7373.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001307969,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001307969,0001607062-15-000150:0001307969,False
0001376316-2014,0001607271-14-000024,2014,0001376316,INDIE GROWERS ASSOCIATION,1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001376316,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001376316,0001607271-14-000024:0001376316,False
0001525852-2014,0001609876-14-000034,2014,0001525852,"mCig, Inc.",7200.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001525852,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001525852,0001609876-14-000034:0001525852,False
0001439724-2014,0001610658-14-000004,2014,0001439724,OAKRIDGE INTERNATIONAL CORP,5090.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001439724,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001439724,0001610658-14-000004:0001439724,False
0001266806-2014,0001615774-15-000487,2014,0001266806,SECOND SIGHT MEDICAL PRODUCTS INC,3845.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001266806,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001266806,0001615774-15-000487:0001266806,False
0001620533-2014,0001620533-15-000003,2014,0001620533,Shake Shack Inc.,5810.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001620533,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001620533,0001620533-15-000003:0001620533,False
0001622893-2014,0001622893-15-000025,2014,0001622893,"Journal Media Group, Inc.",2711.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001622893,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001622893,0001622893-15-000025:0001622893,False
0000784681-2014,0001628280-15-001010,2014,0000784681,CSC HOLDINGS LLC,4841.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,cvc-20141231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000784681;0001053112,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000784681,0001628280-15-001010:0000784681,False
0001053112-2014,0001628280-15-001010,2014,0001053112,CABLEVISION SYSTEMS CORP /NY,4841.0,Extended_Candidate,primary_xbrl_registrant,joint_primary_registrant,True,,2,cvc-20141231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000784681;0001053112,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000784681,0001628280-15-001010:0001053112,False
0001571116-2014,0001628280-15-001755,2014,0001571116,TRUVEN HOLDING CORP.,7374.0,Technology,primary_xbrl_registrant,joint_primary_registrant,True,,2,tha-20141231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0001571116,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0001571116,0001628280-15-001755:0001571116,False
0001571117-2014,0001628280-15-001755,2014,0001571117,Truven Health Analytics Inc.,7374.0,Technology,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,tha-20141231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0001571116,,,,co_registrant_sharing_same_consolidated_statements,exclude_duplicate_registrant_row,registrant_has_no_distinct_primary_statement_suite,joint_group_0001571116,0001628280-15-001755:0001571116,False
0001514888-2014,0001640334-15-000082,2014,0001514888,"EXPERIENCE ART & DESIGN, INC.",3290.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001514888,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001514888,0001640334-15-000082:0001514888,False
0001415306-2014,0001683168-17-001934,2014,0001415306,"PURESPECTRUM, INC.",7361.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001415306,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001415306,0001683168-17-001934:0001415306,False
0001523486-2014,0001683168-18-002622,2014,0001523486,"MOJO DATA SOLUTIONS, INC.",5400.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001523486,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001523486,0001683168-18-002622:0001523486,False
0001403674-2014,0001683168-20-003733,2014,0001403674,Portage Resources Inc.,1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001403674,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001403674,0001683168-20-003733:0001403674,False
0000007332-2015,0000007332-16-000038,2015,0000007332,SOUTHWESTERN ENERGY CO,1311.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000007332,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000007332,0000007332-16-000038:0000007332,False
0000074925-2015,0000074925-16-000013,2015,0000074925,ORIGINAL SIXTEEN TO ONE MINE INC /CA/,1040.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000074925,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000074925,0000074925-16-000013:0000074925,False
0000084112-2015,0000084112-15-000005,2015,0000084112,RISK GEORGE INDUSTRIES INC,3669.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000084112,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000084112,0000084112-15-000005:0000084112,False
0000715812-2015,0000715812-15-000002,2015,0000715812,BIOSYNERGY INC,3829.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000715812,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000715812,0000715812-15-000002:0000715812,False
0001301712-2015,0000721748-15-000145,2015,0001301712,IRONCLAD PERFORMANCE WEAR CORP,5090.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001301712,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001301712,0000721748-15-000145:0001301712,False
0000792935-2015,0000721748-16-001185,2015,0000792935,GREENESTONE HEALTHCARE CORP,8062.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000792935,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000792935,0000721748-16-001185:0000792935,False
0000794929-2015,0000794929-19-000004,2015,0000794929,"CHINA TRAVEL RESORT HOLDINGS, INC",4100.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000794929,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000794929,0000794929-19-000004:0000794929,False
0000813762-2015,0000813762-16-000057,2015,0000813762,ICAHN ENTERPRISES L.P.,2911.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,iep-20151231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000813762;0001034563,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000813762,0000813762-16-000057:0000813762,False
0001034563-2015,0000813762-16-000057,2015,0001034563,ICAHN ENTERPRISES HOLDINGS L.P.,2911.0,Industrials_Manufacturing,primary_xbrl_registrant,joint_primary_registrant,True,,2,iep-20151231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000813762;0001034563,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000813762,0000813762-16-000057:0001034563,False
0000815097-2015,0000815097-16-000030,2015,0000815097,CARNIVAL CORP,4400.0,Extended_Candidate,primary_xbrl_registrant,joint_primary_registrant,True,,2,ccl-20151130.xml,resolved,manual_dual_listed_company_single_statement_scope,0000815097,,One Carnival Corporation & plc consolidated suite; stable XBRL statement CIK 0000815097.,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000815097,0000815097-16-000030:0000815097,False
0001125259-2015,0000815097-16-000030,2015,0001125259,CARNIVAL PLC,4400.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,ccl-20151130.xml,resolved,manual_dual_listed_company_single_statement_scope,0000815097,,One Carnival Corporation & plc consolidated suite; stable XBRL statement CIK 0000815097.,,co_registrant_sharing_same_consolidated_statements,exclude_duplicate_registrant_row,registrant_has_no_distinct_primary_statement_suite,joint_group_0000815097,0000815097-16-000030:0000815097,False
0000862668-2015,0000862668-15-000009,2015,0000862668,ESCALON MEDICAL CORP,3845.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000862668,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000862668,0000862668-15-000009:0000862668,False
0000922358-2015,0000922358-15-000016,2015,0000922358,FERRELLGAS PARTNERS L P,5900.0,Retail,primary_xbrl_registrant,joint_primary_registrant,True,,4,fgp-20150731.xml,resolved,manual_four_distinct_audited_statement_scopes,0000922358;0000922359;0000922360;0001012493,ferrellgas_four_separate_statement_scopes,"Item 8 presents a separate auditor opinion and full annual balance-sheet, operations/equity and cash-flow suite for Ferrellgas Partners, L.P., Ferrellgas, L.P., Ferrellgas Partners Finance Corp. and Ferrellgas Finance Corp. The two finance corporations are expressly described as nominal debt co-issuers with no substantive operations and are separately flagged for issuer-substance exclusion.",0000922360;0001012493,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000922358,0000922358-15-000016:0000922358,False
0000922359-2015,0000922358-15-000016,2015,0000922359,FERRELLGAS L P,5900.0,Retail,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,4,fgp-20150731.xml,resolved,manual_four_distinct_audited_statement_scopes,0000922358;0000922359;0000922360;0001012493,ferrellgas_four_separate_statement_scopes,"Item 8 presents a separate auditor opinion and full annual balance-sheet, operations/equity and cash-flow suite for Ferrellgas Partners, L.P., Ferrellgas, L.P., Ferrellgas Partners Finance Corp. and Ferrellgas Finance Corp. The two finance corporations are expressly described as nominal debt co-issuers with no substantive operations and are separately flagged for issuer-substance exclusion.",0000922360;0001012493,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000922358,0000922358-15-000016:0000922359,False
0000922360-2015,0000922358-15-000016,2015,0000922360,FERRELLGAS FINANCE CORP,5900.0,Retail,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,4,fgp-20150731.xml,resolved,manual_four_distinct_audited_statement_scopes,0000922358;0000922359;0000922360;0001012493,ferrellgas_four_separate_statement_scopes,"Item 8 presents a separate auditor opinion and full annual balance-sheet, operations/equity and cash-flow suite for Ferrellgas Partners, L.P., Ferrellgas, L.P., Ferrellgas Partners Finance Corp. and Ferrellgas Finance Corp. The two finance corporations are expressly described as nominal debt co-issuers with no substantive operations and are separately flagged for issuer-substance exclusion.",0000922360;0001012493,separate_reporting_entity_nonoperating_coissuer,exclude_nonoperating_issuer,separate_financial_statements_but_no_substantive_operations,joint_group_0000922358,0000922358-15-000016:0000922360,False
0001012493-2015,0000922358-15-000016,2015,0001012493,FERRELLGAS PARTNERS FINANCE CORP,5900.0,Retail,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,4,fgp-20150731.xml,resolved,manual_four_distinct_audited_statement_scopes,0000922358;0000922359;0000922360;0001012493,ferrellgas_four_separate_statement_scopes,"Item 8 presents a separate auditor opinion and full annual balance-sheet, operations/equity and cash-flow suite for Ferrellgas Partners, L.P., Ferrellgas, L.P., Ferrellgas Partners Finance Corp. and Ferrellgas Finance Corp. The two finance corporations are expressly described as nominal debt co-issuers with no substantive operations and are separately flagged for issuer-substance exclusion.",0000922360;0001012493,separate_reporting_entity_nonoperating_coissuer,exclude_nonoperating_issuer,separate_financial_statements_but_no_substantive_operations,joint_group_0000922358,0000922358-15-000016:0001012493,False
0001580095-2015,0001002014-15-000390,2015,0001580095,Black Rock Petroleum Co,1381.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001580095,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001580095,0001002014-15-000390:0001580095,False
0001466739-2015,0001002014-15-000448,2015,0001466739,Next Galaxy Corp.,7361.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001466739,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001466739,0001002014-15-000448:0001466739,False
0001503161-2015,0001002014-16-000559,2015,0001503161,"LIBERATED ENERGY, INC.",2030.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001503161,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001503161,0001002014-16-000559:0001503161,False
0001389034-2015,0001002014-16-000641,2015,0001389034,Kallo Inc.,5900.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001389034,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001389034,0001002014-16-000641:0001389034,False
0001496818-2015,0001002014-16-000642,2015,0001496818,EXCELSIS INVESTMENTS INC.,7389.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001496818,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001496818,0001002014-16-000642:0001496818,False
0001551206-2015,0001002014-17-000094,2015,0001551206,HUNT MINING CORP,1040.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001551206,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001551206,0001002014-17-000094:0001551206,False
0001613895-2015,0001010549-15-000246,2015,0001613895,"Bemax, Inc.",2670.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001613895,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001613895,0001010549-15-000246:0001613895,False
0001572386-2015,0001010549-16-000571,2015,0001572386,"UMED HOLDINGS, INC.",2090.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001572386,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001572386,0001010549-16-000571:0001572386,False
0001515317-2015,0001011034-16-000146,2015,0001515317,MAGELLAN GOLD Corp,1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001515317,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001515317,0001011034-16-000146:0001515317,False
0000882291-2015,0001019687-15-002535,2015,0000882291,AETHLON MEDICAL INC,3826.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000882291,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000882291,0001019687-15-002535:0000882291,False
0000778164-2015,0001019687-16-005470,2015,0000778164,"Pacific Ethanol, Inc.",2860.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000778164,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000778164,0001019687-16-005470:0000778164,False
0001103795-2015,0001019687-16-005472,2015,0001103795,"QS Energy, Inc.",3533.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001103795,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001103795,0001019687-16-005472:0001103795,False
0001469038-2015,0001019687-16-005660,2015,0001469038,Domain Extremes Inc.,7374.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001469038,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001469038,0001019687-16-005660:0001469038,False
0000356870-2015,0001019687-16-005825,2015,0000356870,"ZONZIA MEDIA, INC.",1311.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000356870,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000356870,0001019687-16-005825:0000356870,False
0001614826-2015,0001019687-16-005883,2015,0001614826,"SAFE LANE SYSTEMS, INC.",3790.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001614826,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001614826,0001019687-16-005883:0001614826,False
0000350644-2015,0001019687-16-005894,2015,0000350644,Lattice INC,3661.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000350644,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000350644,0001019687-16-005894:0000350644,False
0001311735-2015,0001019687-16-006394,2015,0001311735,FBEC Worldwide Inc.,2080.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001311735,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001311735,0001019687-16-006394:0001311735,False
0001041588-2015,0001041588-18-000040,2015,0001041588,ACCESS POWER INC,4813.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001041588,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001041588,0001041588-18-000040:0001041588,False
