accession,feature_year,eligible_observation_count,eligible_ciks,eligible_names,accession_registrant_count,xbrl_expected,statement_entity_ciks,audit_scope_cik_groups,heading_only_statement_ciks,statement_evidence_by_cik,audit_opinion_phrase_count,normalized_name_collision_ciks,xbrl_context_files,xbrl_entity_ciks,xbrl_non_cik_identifiers,xbrl_entity_names,xbrl_entity_count,xbrl_context_count,xbrl_fact_reference_count,unresolved_multi_cik_audit_groups,scope_status,scope_reason,manual_evidence,manual_series_id,non_operating_issuer_ciks,statement_entity_count,joint_scope_structure
0001193125-16-452423,2015,2,0000902739;0001166691,"COMCAST CORP | NBCUniversal Media, LLC",2,True,0000902739;0001166691,"[[""0000902739""], [""0000902739"", ""0001166691""], [""0001166691""]]",,"{""0000902739"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""NBCUniversal Media, LLC"", ""operations_heading_matches"": 4}, ""0001166691"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 5, ""name"": ""COMCAST CORP"", ""operations_heading_matches"": 9}}",8,,cmcsa-20151231.xml,0001166691,,"COMCAST CORP;NBCUniversal Media, LLC",1.0,676.0,3589.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-16-468479,2015,2,0000100517;0000319687,"UNITED AIRLINES, INC. | UNITED CONTINENTAL HOLDINGS, INC.",2,True,0000100517;0000319687,"[[""0000100517""], [""0000319687""]]",,"{""0000100517"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""United Continental Holdings, Inc."", ""operations_heading_matches"": 0}, ""0000319687"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED AIRLINES, INC."", ""operations_heading_matches"": 0}}",6,,ual-20151231.xml,0000100517,,"United Airlines, Inc.;United Continental Holdings, Inc.",1.0,634.0,2135.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-16-470366,2015,2,0001571371;0001621563,"SUMMIT MATERIALS, INC. | Summit Materials, LLC",2,True,0001621563,"[[""0001621563""]]",,"{""0001571371"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""Summit Materials, LLC"", ""operations_heading_matches"": 1}, ""0001621563"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""Summit Materials, Inc."", ""operations_heading_matches"": 3}}",2,,sum-20160102.xml,0001621563,,"SUMMIT MATERIALS, INC.",1.0,858.0,3271.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001193125-16-472493,2015,2,0001507563;0001581164,"ESH Hospitality, Inc. | EXTENDED STAY AMERICA, INC.",2,True,0001507563;0001581164,"[[""0001507563""], [""0001581164""]]",,"{""0001507563"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""ESH Hospitality, Inc."", ""operations_heading_matches"": 4}, ""0001581164"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 8, ""cash_flow_heading_matches"": 1, ""name"": ""Extended Stay America, Inc."", ""operations_heading_matches"": 3}}",6,,stay-20151231.xml,0001581164,,"ESH Hospitality, Inc.;Extended Stay America, Inc.",1.0,1922.0,11209.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-16-474605,2015,2,0000004515;0000006201,AMERICAN AIRLINES GROUP INC. | AMERICAN AIRLINES INC,2,True,0000004515;0000006201,"[[""0000004515""], [""0000006201""]]",,"{""0000004515"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 1, ""name"": ""AMERICAN AIRLINES INC"", ""operations_heading_matches"": 6}, ""0000006201"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""American Airlines Group Inc."", ""operations_heading_matches"": 9}}",6,,aal-20151231.xml,0000006201,,AMERICAN AIRLINES INC;American Airlines Group Inc.,1.0,1108.0,3816.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-16-480793,2015,2,0001039101;0001056239,L 3 COMMUNICATIONS CORP | L 3 COMMUNICATIONS HOLDINGS INC,2,True,0001056239,"[[""0001039101"", ""0001056239""]]",,"{""0001039101"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""L 3 COMMUNICATIONS CORP"", ""operations_heading_matches"": 4}, ""0001056239"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""L 3 COMMUNICATIONS HOLDINGS INC"", ""operations_heading_matches"": 3}}",1,,lll-20151231.xml,0001056239,,L 3 COMMUNICATIONS HOLDINGS INC,1.0,746.0,2926.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001193125-16-779734,2016,13,0000101462;0000830253;0001040270;0001045539;0001045540;0001045541;0001045542;0001045543;0001045544;0001045545;0001045546;0001045547;0001171162,BELL OIL CORP | COUNTRY FAIR INC | INDEPENDENT GASOLINE & OIL CO OF ROCHESTER | KIANTONE PIPELINE CO | KIANTONE PIPELINE CORP | KWIK FIL INC | KWIK FILL CORP | PPC INC | SUPER TEST PETROLEUM INC | UNITED JET CENTER INC | UNITED REFINING CO | UNITED REFINING CO /PA/ | VULCAN ASPHALT REFINING CORP,13,True,0000101462,"[[""0000101462"", ""0001040270""]]",,"{""0000101462"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""UNITED REFINING CO"", ""operations_heading_matches"": 2}, ""0000830253"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""KIANTONE PIPELINE CORP"", ""operations_heading_matches"": 0}, ""0001040270"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""UNITED REFINING CO /PA/"", ""operations_heading_matches"": 2}, ""0001045539"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""KIANTONE PIPELINE CO"", ""operations_heading_matches"": 0}, ""0001045540"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""KWIK FIL INC"", ""operations_heading_matches"": 0}, ""0001045541"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""KWIK FILL CORP"", ""operations_heading_matches"": 0}, ""0001045542"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED JET CENTER INC"", ""operations_heading_matches"": 0}, ""0001045543"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""BELL OIL CORP"", ""operations_heading_matches"": 0}, ""0001045544"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PPC INC"", ""operations_heading_matches"": 0}, ""0001045545"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""SUPER TEST PETROLEUM INC"", ""operations_heading_matches"": 0}, ""0001045546"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""VULCAN ASPHALT REFINING CORP"", ""operations_heading_matches"": 0}, ""0001045547"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""INDEPENDENT GASOLINE & OIL CO OF ROCHESTER"", ""operations_heading_matches"": 0}, ""0001171162"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""COUNTRY FAIR INC"", ""operations_heading_matches"": 0}}",3,0000101462;0001040270,unrf-20160831.xml,0000101462,,UNITED REFINING CO,1.0,215.0,1004.0,[],resolved,manual_name_collision_resolved_by_xbrl_series,XBRL entity CIK is 0000101462; the other twelve CIKs have no distinct annual suites.,,,1,one_statement_scope
0001193125-17-030512,2016,2,0000902739;0001166691,"COMCAST CORP | NBCUniversal Media, LLC",2,True,0000902739;0001166691,"[[""0000902739""], [""0001166691""]]",,"{""0000902739"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""NBCUniversal Media, LLC"", ""operations_heading_matches"": 4}, ""0001166691"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 7, ""name"": ""COMCAST CORP"", ""operations_heading_matches"": 8}}",8,,cmcsa-20161231.xml,0001166691,,"COMCAST CORP;NBCUniversal Media, LLC",1.0,652.0,3525.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-17-051216,2016,2,0000004515;0000006201,AMERICAN AIRLINES GROUP INC. | AMERICAN AIRLINES INC,2,True,0000004515;0000006201,"[[""0000004515""], [""0000006201""]]",,"{""0000004515"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 1, ""name"": ""AMERICAN AIRLINES INC"", ""operations_heading_matches"": 5}, ""0000006201"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""American Airlines Group Inc."", ""operations_heading_matches"": 4}}",4,,aal-20161231.xml,0000006201,,AMERICAN AIRLINES INC;American Airlines Group Inc.,1.0,924.0,3009.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-17-054129,2016,2,0000100517;0000319687,"UNITED AIRLINES, INC. | UNITED CONTINENTAL HOLDINGS, INC.",2,True,0000100517;0000319687,"[[""0000100517""], [""0000319687""]]",,"{""0000100517"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""United Continental Holdings, Inc."", ""operations_heading_matches"": 0}, ""0000319687"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED AIRLINES, INC."", ""operations_heading_matches"": 0}}",6,,ual-20161231.xml,0000100517,,"United Airlines, Inc.;United Continental Holdings, Inc.",1.0,560.0,2067.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-17-069695,2016,2,0001161364;0001161366,MEDIACOM BROADBAND CORP | MEDIACOM BROADBAND LLC,2,True,0001161364,"[[""0001161364""]]",,"{""0001161364"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""MEDIACOM BROADBAND LLC"", ""operations_heading_matches"": 1}, ""0001161366"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 0, ""name"": ""MEDIACOM BROADBAND CORP"", ""operations_heading_matches"": 0}}",2,,mcccb-20161231.xml,0001161364,,MEDIACOM BROADBAND LLC,1.0,132.0,516.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001193125-18-054235,2017,2,0000100517;0000319687,"UNITED AIRLINES, INC. | UNITED CONTINENTAL HOLDINGS, INC.",2,True,0000100517;0000319687,"[[""0000100517""], [""0000319687""]]",,"{""0000100517"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""United Continental Holdings, Inc."", ""operations_heading_matches"": 1}, ""0000319687"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 0, ""name"": ""UNITED AIRLINES, INC."", ""operations_heading_matches"": 1}}",4,,ual-20171231.xml,0000100517,,"United Airlines, Inc.;United Continental Holdings, Inc.",1.0,548.0,2178.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001193125-18-068674,2017,2,0001161364;0001161366,MEDIACOM BROADBAND CORP | MEDIACOM BROADBAND LLC,2,True,0001161364,"[[""0001161364""]]",,"{""0001161364"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""MEDIACOM BROADBAND LLC"", ""operations_heading_matches"": 2}, ""0001161366"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 0, ""name"": ""MEDIACOM BROADBAND CORP"", ""operations_heading_matches"": 0}}",2,,mcccb-20171231.xml,0001161364,,MEDIACOM BROADBAND LLC,1.0,130.0,514.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001193125-19-069171,2018,2,0001161364;0001161366,MEDIACOM BROADBAND CORP | MEDIACOM BROADBAND LLC,2,True,0001161364,"[[""0001161364""]]",,"{""0001161364"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""MEDIACOM BROADBAND LLC"", ""operations_heading_matches"": 2}, ""0001161366"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 1, ""cash_flow_heading_matches"": 0, ""name"": ""MEDIACOM BROADBAND CORP"", ""operations_heading_matches"": 0}}",2,,mcccb-20181231.xml,0001161364,,MEDIACOM BROADBAND LLC,1.0,152.0,546.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001270400-13-000015,2012,3,0001270400;0001322791;0001481423,VIRGIN MEDIA INC. | VIRGIN MEDIA INVESTMENT HOLDINGS LTD | Virgin Media Investments Ltd,3,True,0001270400;0001322791;0001481423,"[[""0001270400""], [""0001270400"", ""0001322791""], [""0001270400"", ""0001481423""], [""0001322791""], [""0001322791"", ""0001481423""]]",,"{""0001270400"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 5, ""name"": ""VIRGIN MEDIA INC."", ""operations_heading_matches"": 10}, ""0001322791"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""VIRGIN MEDIA INVESTMENT HOLDINGS LTD"", ""operations_heading_matches"": 2}, ""0001481423"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""Virgin Media Investments Ltd"", ""operations_heading_matches"": 3}}",6,,vmed-20121231.xml,0001270400,,VIRGIN MEDIA INC.;VIRGIN MEDIA INVESTMENT HOLDINGS LIMITED;VIRGIN MEDIA INVESTMENTS LIMITED,1.0,1189.0,5628.0,"[[""0001322791"", ""0001481423""]]",resolved,manual_three_distinct_audited_statement_scopes,"The financial-statement index and Item 8 contain separate complete annual statements for Virgin Media Inc., Virgin Media Investment Holdings Ltd and Virgin Media Investments Ltd.",virgin_media_three_separate_statement_scopes,,3,multiple_distinct_statement_scopes
0001271833-17-000006,2016,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 4, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 9}, ""0001271834"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 1, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 1}}",2,,chtr-20161231.xml,0001271833,,CCO HOLDINGS LLC,1.0,399.0,1979.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-18-000005,2017,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833"", ""0001271834""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 10}, ""0001271834"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 2}}",2,,ccoh-20171231.xml,0001271833,,CCO HOLDINGS LLC,1.0,387.0,1991.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-19-000004,2018,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833"", ""0001271834""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 9}, ""0001271834"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 2}}",2,,ccoh-20181231.xml,0001271833,,CCO HOLDINGS LLC,1.0,372.0,1948.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-20-000004,2019,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833"", ""0001271834""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 4, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 9}, ""0001271834"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 1, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,ccoh12312019-10k.htm,0001271833,,"CCO Holdings Capital Corp.;CCO Holdings, LLC",1.0,364.0,2270.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-21-000004,2020,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 5}, ""0001271834"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,ccoh-20201231.htm,0001271833,,"CCO Holdings Capital Corp.;CCO Holdings, LLC",1.0,338.0,1548.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-22-000006,2021,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 4}, ""0001271834"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,ccoh-20211231.htm,0001271833,,"CCO Holdings Capital Corp.;CCO Holdings, LLC",1.0,338.0,1535.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-23-000003,2022,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 3}, ""0001271834"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,ccoh-20221231.htm,0001271833,,"CCO Holdings Capital Corp.;CCO Holdings, LLC",1.0,201.0,1138.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-24-000003,2023,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 4}, ""0001271834"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,ccoh-20231231.htm,0001271833,,"CCO Holdings Capital Corp.;CCO Holdings, LLC",1.0,205.0,1110.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001271833-25-000005,2024,2,0001271833;0001271834,CCO HOLDINGS CAPITAL CORP | CCO HOLDINGS LLC,2,True,0001271833,"[[""0001271833""]]",,"{""0001271833"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""CCO HOLDINGS LLC"", ""operations_heading_matches"": 3}, ""0001271834"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""CCO HOLDINGS CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,ccoh-20241231.htm,0001271833,,"CCO Holdings Capital Corp.;CCO Holdings, LLC",1.0,227.0,1165.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001282266-14-000008,2013,2,0001282266;0001585644,"WINDSTREAM CORP | WINDSTREAM HOLDINGS, INC.",2,True,0001282266;0001585644,"[[""0001282266""], [""0001585644""]]",,"{""0001282266"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""WINDSTREAM HOLDINGS, INC."", ""operations_heading_matches"": 6}, ""0001585644"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""WINDSTREAM CORP"", ""operations_heading_matches"": 9}}",4,,win-20131231.xml,0001282266,,"Windstream Corporation;Windstream Holdings, Inc.",1.0,644.0,4570.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001282266-15-000010,2014,2,0001282266;0001585644,"WINDSTREAM CORP | WINDSTREAM HOLDINGS, INC.",2,True,0001282266;0001585644,"[[""0001282266""], [""0001585644""]]",,"{""0001282266"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""WINDSTREAM HOLDINGS, INC."", ""operations_heading_matches"": 6}, ""0001585644"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""WINDSTREAM CORP"", ""operations_heading_matches"": 9}}",4,,win-20141231.xml,0001282266,,"Windstream Corporation;Windstream Holdings, Inc.",1.0,601.0,4229.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001282266-16-000059,2015,2,0001282266;0001585644,"WINDSTREAM HOLDINGS, INC. | WINDSTREAM SERVICES, LLC",2,True,0001282266;0001585644,"[[""0001282266""], [""0001585644""]]",,"{""0001282266"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""WINDSTREAM HOLDINGS, INC."", ""operations_heading_matches"": 6}, ""0001585644"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""WINDSTREAM SERVICES, LLC"", ""operations_heading_matches"": 5}}",2,,win-20151231.xml,0001282266,,"Windstream Holdings, Inc.;Windstream Services, LLC",1.0,576.0,3307.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001282266-17-000013,2016,2,0001282266;0001585644,"WINDSTREAM HOLDINGS, INC. | WINDSTREAM SERVICES, LLC",2,True,0001282266;0001585644,"[[""0001282266"", ""0001585644""], [""0001585644""]]",,"{""0001282266"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""WINDSTREAM HOLDINGS, INC."", ""operations_heading_matches"": 6}, ""0001585644"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""WINDSTREAM SERVICES, LLC"", ""operations_heading_matches"": 5}}",2,,win-20161231.xml,0001282266,,"Windstream Holdings, Inc.;Windstream Services, LLC",1.0,610.0,3376.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001282266-18-000016,2017,2,0001282266;0001585644,"WINDSTREAM HOLDINGS, INC. | WINDSTREAM SERVICES, LLC",2,True,0001282266;0001585644,"[[""0001282266"", ""0001585644""], [""0001585644""]]",,"{""0001282266"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""WINDSTREAM HOLDINGS, INC."", ""operations_heading_matches"": 6}, ""0001585644"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""WINDSTREAM SERVICES, LLC"", ""operations_heading_matches"": 5}}",4,,win-20171231.xml,0001282266,,"Windstream Holdings, Inc.;Windstream Services, LLC",1.0,690.0,3597.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001282266-19-000019,2018,2,0001282266;0001585644,"WINDSTREAM HOLDINGS, INC. | WINDSTREAM SERVICES, LLC",2,True,0001282266;0001585644,"[[""0001282266"", ""0001585644""], [""0001585644""]]",,"{""0001282266"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""WINDSTREAM HOLDINGS, INC."", ""operations_heading_matches"": 6}, ""0001585644"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""WINDSTREAM SERVICES, LLC"", ""operations_heading_matches"": 5}}",4,,win-20181231.xml,0001282266,,"Windstream Holdings, Inc.;Windstream Services, LLC",1.0,996.0,3829.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
